clean,label
sialdaritadi gua tenang enggak banget gelisah,1.0
saudari alhamdullilah kampung cicil bantu tua usia kerja orang,0.0
cantik banget,0.0
gabut enggak,0.0
endingnya kenal nyaman enggak sayang,0.0
orang takut salah susah,0.0
dinikmatin capek,0.0
harap cemas,1.0
slr sebentar,0.0
bgues angka,0.0
bundd sebal solo engah stan baca pagi bangun pas enggak tidur,0.0
datengnya paket lebaran,0.0
mv rtlike mutualan wayzenni nctzen help ayo thanks,0.0
wkkw ndredeg alhamdulillaaah allah,0.0
dih bengong loh jiwa lemah tbtb gua sakit malam nang banget gelisah,1.0
yooooowkxknkskanxnwnna,0.0
ribu pulsa langgan bbl tiket tulis ku enggak,0.0
tanam real karma tuai is,0.0
space main lu,0.0
mengko marina ndes rak sore buka,0.0
pineeb smswa sukoharjo tiens gemuk jual badan kirim,0.0
kena then pujuk,0.0
yay coming pubg vincenzo kajja mom is,0.0
jl yani ahmad njs sentosa nusantara pt showroom no kunjung jaya,0.0
annoying anjir gue banget,0.0
owner pastu credit spend runningman latest kelakar card member weh kena hahahahaha sms duit pilih orang lupa,0.0
agahagahah bilaa psi foliooo aaaaaa nak kerja,0.0
beda,0.0
ol pagi,0.0
atz preview cakep anak banget,0.0
legalt kfull wattpad garansi email prem jual random amp,0.0
gaberani wkwk orang cuman diam,0.0
seru peduli enggak,0.0
ngambil bimbang putus malas posisi gin kalo bingung gelisah,1.0
tell please me gelisah,1.0
jaring nimpalin motong internet kendala gilir offline rapat bicara langsung enak enggak,0.0
malazzz hawa libur,0.0
memberitahu raditz saiya ekor sejarah goku bangsa milik,0.0
teaserspoiler group tggu exo svt nk comeback only the pon,0.0
berbincanggggg haussssssss oiiii jbbbb maana ken,0.0
ssb wati lolita search ban pagipagi kena,0.0
guhweeeeyooooo gwoooop nyeh gwoh yoh bwuy nyioam nyee gweee greuuuuw grih graw,0.0
smglobal po pc bismillah,0.0
wkejekwkwkwkwk lock plagiarism garagara eh rl bawa gue tau,0.0
larut judul dibangunin mah pagi bangun tidur gelisah,1.0
datengnya disuru gilir kereta anjing,0.0
nye khawatir nya bikin,0.0
bersihbersih agenda libur ruang tinggal,0.0
jomblo hamba jodoh doa mu allah salah,0.0
pepekinha toma nya,0.0
sl fatin fatinslquotes followwwwww follback mention kutip cantik gtgt just for,0.0
dehidrasi wkwkw minum langsung bangun,0.0
jibeomie gosh,0.0
bingungliuyu pesawat pusing kemarin enggak,0.0
fers neeways pencet ava seulgi cek like teman lupa,0.0
enjoy snack kue beli mbak suami kirim suka hidup ku beban bawa pikir,0.0
nama berlibahan nafsu makan badan berat depresi turun nang cemas,1.0
olehh husband jum masakk guy turn aaaaa on pandai haha with,0.0
branded jarak supplier dinding muslim batas baju ruang,0.0
tuju pilih sabar hidup atur ku orang,0.0
anonymous sifat zahir sederhana seni khianat derita manusia percaya penuh taruh,0.0
cry cheeseball mie nikmat goreng pakai makan habis banget,0.0
beyyak malia prayer circle tida moga,0.0
laku milik,0.0
kenalann bestiess haiiii check pinned new yuk,0.0
qjbgaf,0.0
namanyaaaa anjinggg proposal raya tugas suruh neng gue banget,0.0
pendam juta lempar senyum problem takda happy tampak orang tenang sedih resah gelisah,1.0
claude mati,0.0
kulot jeans ukur bb tb tanyarl pas,0.0
pakai jam asa lupa enggak,0.0
spoil mood pagi,0.0
jikook mabok lapor nikah selesai,0.0
malang pulang ken,0.0
anjir gelisah,1.0
pasal tudung budak nak sensitif,0.0
yuk kerja semangat,0.0
rendah lu orang bikin enggak,0.0
naoya vol cover warna next rambut wkwkwk asli biar lihat,0.0
asah pinned collector gtlt cek pc ku coba,0.0
henti tanda,0.0
slcc frio mt ta,0.0
udahan rapat fisik kampus organisasi nyerah capek tahan nang ken enggak takut cemas hati susah,1.0
tngk school law stres,0.0
off order wa dm kalo,0.0
libur kuliah bingung enggak,0.0
pnrt tahlil rogolmahiadin idham pkphilman moratoriumbantuan zafrul tartengku musa sekolahannuar seksual jidin radzi mes hilangkj jumpa isu tuduh rakyat nak suruh doa kerja ganggu jalan cari baca orang,0.0
proses pintutak gerak hadap bahagia hidup sedih cemas,1.0
bete suka bikin nang ken enggak gelisah,1.0
thr nih,0.0
han jisung lantai,0.0
wkwkk asik pp manis mutualan orang lupa,0.0
buk mandi jam gin,0.0
sanoh sayo malioboro eh siang kabar pagi salah,0.0
mimpi menit buruk semangat cemas,1.0
gelisah,1.0
berdosah tangan,0.0
keren aaaaa dream banget,0.0
bobogelisah luk peluk nya enggak tidur,1.0
berapasih jam,0.0
nangihhhh ee nak,0.0
reach high materi dosen bar bagus insecure presentasi the set ekspektasi that cant penuh enggak kayak banget,0.0
duper super asli ngantuk,0.0
dangelo brown sugar,0.0
ibadatik husni shukrika dhikrika ala aainni alnas falaaq surahs alhamdulilah subhanallah kursi ayatul basis daily prayers these recite akbar allahu allahumma on al and forget wa after amp dont kali ikhlas,0.0
iwik pie nyemil bubuk teh kamar kerja puasa kirim jam bangun bikin enggak,0.0
susadim dicm bisey,0.0
qaqa cancelled author kenal banget,0.0
tgs adh mager banget,0.0
gaess pong mutualan rt yuk,0.0
frame foto taeyong nct dream,0.0
elyeesen malas banget,0.0
qnjir tl degdegan bikin,0.0
ovethingking hasilin umur fase an hidup gin bawa rasai kayak cemas,1.0
berita bong gr mual baca allah langsung coba gue,0.0
dospem rubah iya isi tugas revisi kirim ubah teman tunggu saran gua bingung banget,0.0
juang hidup,0.0
semangat,0.0
knapa tuhantapi brdoa dngn adlah obat galau kau lupa gelisah,1.0
kepake bego ngitung otak parah gua enggak banget,0.0
mencintaimuhanya jatuh hilang kau percaya kali cemas,1.0
pemalass jabang sorang biskut yer letih raya,0.0
luk mimpi anak,0.0
tokutaka,0.0
smile sunlit muter muak adek dengar gue,0.0
ngantuk,0.0
means cuti kerja enggak banget,0.0
sebentar lemes astaga banget,0.0
caritas sus betuuuu love,0.0
selatan sekorea girlband center yoona pilih hasil,0.0
jameet exo foto ngumpulin ken,0.0
pin sabi bantu rt moots juta kali gue,0.0
ueueueueue chans room malam tidur,0.0
nguengg,0.0
sharing dibales ajak anjir gue enggak,0.0
kekmana jadual bbuka readykan breakfast basuh bilik gosok cuci bahan mandi masak baju nak raya ayam stres haha anak air kepala kali pikir,0.0
tumben sgini jam bangun gue,0.0
bangkit hapus gerak larut air mata sedih maju,0.0
juseyo retweet rp for rt,0.0
antem nekat hange pos polisi levi ngebayangin pisang kak mudik ujung jaga,0.0
haihh jam tidur,0.0
dikosan lebaran doang hidup sedih gue banget,0.0
milik tuhan syukur cemas pikir,1.0
pagi,0.0
duh suka enggak tidur gelisah,1.0
allah cemas,1.0
an deg tibatiba asa tau cemas,1.0
padang nasi astaghfirullah dosa buka cari,0.0
kaki gera lepas bedongan amp tangan kalo resah gelisah,1.0
moon ikotan trend indak the tampak ajar kau gin,0.0
pangdampalsunajis pangdam kunkunnajisduniajalurmatikeneraka jaui tidakmemilikinafsubirahinyatidakbersefermatidak mukhammadrosyuolilahmukhammadrosyuolallahalloh adanyapembanturosuolaslih hanyamengakui kiblatruohnafasbersyolawatnya allahallohyangaslih,0.0
capek mulu gelisah,1.0
anjr panik gue enggak gelisah,1.0
ayook jajan okay bong puasa semangat coba,0.0
ramadhan,0.0
ckckckck dibilangin nyokap ngeyel,0.0
babu ramesh jaano tum kimat doodh glass ek ki kayak,0.0
tenan angel ngancani saiki sopo we ketemu asu meh pas susah,0.0
,0.0
ngatasinnya help ketemu panik pusing kenal perut mual akhirakhir ku tibatiba orang cemas banget,1.0
ngetweet doang,0.0
espa drimi comeback beda nih minggu,0.0
hebat padu kepala sakit cemas gelisah,1.0
nyata terima hidup cari,0.0
arghh sinyal drop template gue enggak,0.0
lambat viewsnya sumpah banget gelisah,1.0
derita ngontrol down erti gampang suka mudah mental khawatir orang sakit bikin kadang enggak cemas hati pikir susah banget,1.0
matthew axel nichol jefri kenal,0.0
urung ekspektasiku rendah sadar kaget kecewa tau enggak gelisah,1.0
vaksin anjir gua,0.0
flop acc yaampun banget,0.0
dempagumi perorin nemo ei risa mirin nemu,0.0
sanitizer rempah betui kari bau hilang jalan kuat,0.0
be want sihplease ilangin normal cemas,1.0
peringkat gsw bantai tanding suns jazz ayo biar,0.0
aci jogging gi nk raya pagi,0.0
chau ajdkwkks,0.0
baiksabarpenyayangperhatiansetia ketemu sadar kaget cewek sakit cowok kalo enggak kayak,0.0
aih stres,0.0
dbadbbbcada,0.0
mutulan leyot mv nctzen mending rt biar nya,0.0
umptkin ptn,0.0
off nih gue,0.0
libur sekolah allah,0.0
yaampunn menang bangga banget,0.0
kakak doang gin gua kayak,0.0
kaldunyaa cemas,1.0
ndskmddnd umacting lalake nung yung galing ang talaga ep,0.0
ngeblock chat anjrit gue enggak,0.0
goda tika po hasil coba,0.0
og sapa kangen enggak resah gelisah,1.0
rwess open lm join netflix pagi,0.0
colong biso rapi susun kemarinkemarin jadwal aduh kalo cemas,1.0
nazi hans asperger nyebut,0.0
lahab akhlak abu lo kayak,0.0
semi suci wakil mesir hijau gembira musim warna orang harap,0.0
stressss lagu,0.0
vokasi sdm wisata gagarin wakil bayuaji nur indrata pacitan utama sektor bupati jatim provinsi gubernur didik tani ikan kuat fokus,0.0
selesain doain moots au nya moga,0.0
viral gampang bikin,0.0
makahilak yawa oy sd,0.0
mulu gue gelisah,1.0
sia buang tida ku uang nang,0.0
ngilanginnya hidup orang harap enak enggak banget gelisah,1.0
hshshxhdjajkabfbwkakgd mare long no time online,0.0
dreamies bangga banget,0.0
faakkkk ooc thailand follback pegi sampah rp tl akun lo jujurly malas gue banget,0.0
imana juang,0.0
jean langsung bangun,0.0
perempuan sakit hati,0.0
musical tonton,0.0
muka mbak gue kayak,0.0
zhongli ken,0.0
rakyat perintah lolos swab dihadang mudik prokes china wna masuk sesuai negatif alas sadar hasil suka kuat nya sakit enggak hati,0.0
jabodetabek ups disc cargo pcs shipping dpet dhl case jewel wtb thankyouu fix dom yuk set amp air kalo,0.0
nyak hilap tong denitakoplok spasi imb ketik kirim,0.0
yehh limit enggak,0.0
jlasss raguin tuhan muncul kadang enggak cemas banget,1.0
rl enak enggak diam hati gelisah,1.0
seungminnnnnnn bae,0.0
typoo muk pin,0.0
sip arg ueueue,0.0
uhuy fisika libur besok kuis,0.0
bupadahal pewagai salim rajin kantor libur masuk hehehe ditanyain niat gapapa neng mah pas enggak banget,0.0
peduli,0.0
ajawkwkwkwkwk nyamar bebas kak wna coba,0.0
sans ngopo bingung,0.0
selamat pagi,0.0
iyaitulah damping cinta sesal tarik setia orang,0.0
temenin ngaceng kontol ken,0.0
ginibterus sjh capek enggak banget,0.0
service werewolf chuang hampa fan are puas mas you eh main hidup nya enggak pikir banget,0.0
bengep hiksrotttt bersin garagara muka,0.0
bangga anjir enggak banget,0.0
anying perut sakit,0.0
kering tulang tendang diinjek freak hhhh yeseul pacar pakai kaki duh emosi anjir habis kalo gue diam banget,0.0
civil apocalypse kena budak survive mimpi,0.0
moralbangsang usak ahlak ilmu nyayg moral akalrusak binatang pdip partai akal gambar beda manusia orang nya enggak,0.0
kemarin gelisah,1.0
liburrr jebul ngepel nyapu presentasi eh cepat nih nya,0.0
beda tenang kalo malam banget gelisah,1.0
kece nya gue,0.0
aduh,0.0
motor obrol rumah orang asa langsung kalo takut gelisah,1.0
nik ganteng,0.0
huaaaaaaaaaa mewekk kubur live selesai lihat sedih,0.0
islamdah dalil ayat anut sahaja agama bebas islam masuk amal paksa nak suka kepala tiada orang hati,0.0
ava ganti,0.0
ancang,0.0
amende space pagi,0.0
cbddaabaeffa dosjunction bsgsterm multi,0.0
amin hilang gelisah,1.0
tenis los colgo como jyp ku,0.0
haih mata,0.0
ajak bicara guys,0.0
still parents pkp kerja,0.0
selesai bahaya skripsi jantung gelisah,1.0
cemasceritamu skenario tulis enggak,1.0
seba,0.0
,0.0
banana cy tunggu,0.0
gang sinigang ulqm ng paras,0.0
gulana gundah stop gue enggak gelisah,1.0
perkara heboh jilat hahaha,0.0
lovely hbd my,0.0
sherina cantik banget,0.0
bangga banget,0.0
bias mimpiin kalo,0.0
trojan komputer kena cinta virus kalo hati,0.0
cuh antok,0.0
yauah,0.0
anjimann hueeee ngantuk banget,0.0
sntai orang nya degan bawa bingung gue kayak gelisah,1.0
aduk campur tau enggak takut cemas,1.0
pishang pkp nak esok pagi,0.0
gawe an deg asa tau enggak cemas hati,1.0
fingerprint nak,0.0
kapai maua hmm tau enggak gelisah,1.0
mukbank mnonton order gofood lepas pengin takut,0.0
balkon jiran jerit bilik kat cam babi belah sial gila anak kuat pagi orang,0.0
meetingnya hadeh,0.0
fullset homekit ken,0.0
sibuk,0.0
keren dream enggak banget,0.0
sem markah sksks test cam okay alhamdulillah,0.0
pong ava mutualan rt yuk cewek,0.0
sarap,0.0
psx,0.0
gugu tetaaaaaas altas morocho gaga fua,0.0
tonton enggak,0.0
jiaaakh nyata terima aneh enggak banget,0.0
pabobohan yan ba,0.0
imune aksjbdnddj vitamin vit haih wajib sekolah lemah,0.0
ml jjk ah kali,0.0
gabisaa lekat tabiat ubah banget,0.0
dilupain gaboleh moment about nginget something erti that otak kuat kalo banget,0.0
dominan yuri season nowhere from gaasik girl hmm kalo banget,0.0
mc pagi,0.0
dunia selamat pagi,0.0
ngotak deadline hei tugas nya enggak,0.0
banget,0.0
mules kelas jelang,0.0
alexandre eiffel menara tanggung biaya bangun,0.0
bwbida krl,0.0
queamp que jyp,0.0
bismillah urus mudah moga,0.0
hahaha dada suka lesu semangat santai dadak neng sedih enggak cemas serba,1.0
situ pamer tugas bahas useless whatsapp tahap benar buka hilang anxiety deg degan kalo ken takut kayak cemas salah,1.0
cpek hdh tidur,0.0
disiain tulus lo pergi orang sayang,0.0
odng nik template,0.0
jarak nyiapin halang baju tua perihal lebaran biar mental khawatir orang nang enggak,0.0
setimmmm hahahhaha huaa biru,0.0
daring libur,0.0
segan mengatakanhidup pepatah mati tau,0.0
pagiiiii nice sarap gtlt monday have puasa semangat jalan lupa,0.0
disturbing melalut wujud eps and yuri season sikit gila amp,0.0
melaka je tau,0.0
release hurmmm adik its raya kerja stres jalan,0.0
edi lahat,0.0
amunisi iniitu lebarangaesss bolong kantong hitung jari sisa belanja lebaran habis kemarin,0.0
abadi cinta makna hidup hati,0.0
kanka he,0.0
pindah ken,0.0
helppppp kesemuten teras tebal selimut ngelipet olahraga mandi masak cocok segar kamar gel badan capek jam biar tangan jalan mudah,0.0
cemascemas kemarin mulu gue,1.0
ahiri dis hibli qui ti,0.0
chatingan apk twitter pakai au coba bikin,0.0
arrabii aththabrani kufur suap hukum urus,0.0
rasanyaa cemas,1.0
belok longgar boolnya rimming otot sange cowonya tusbol room bos nge kesini eh cewek cowok harap gue enggak,0.0
yt open prem ressh lm join,0.0
langsing gapapacara wkwkwemoh woyyyy bociill wkwkk pipi poto nek lucu wkwk lihat pas kalo enggak kayak,0.0
bidadarinapa dese ngelayaninnya enek flexing ngchat julid doang teman gue kayak banget,0.0
cuci mandi baju selesai banget,0.0
tolol lu gin kayak,0.0
pura tawa rangkul luka kuat,0.0
ridin jisung era nemu ih nang enggak,0.0
lahir cantik wanita sempurna dunia,0.0
senin gabut sibuk,0.0
kick raya mood,0.0
ahshsywgsj proud ol,0.0
kantal mengenalhalah hallalu sebalkemudian biarpun realsempat virtualditeruskan asing pisah dunia anjak rindu kadang,0.0
juni coba enggak kayak,0.0
liatya puasa batal tuh,0.0
geto lrt astagfirullah,0.0
cross materi soalny testtrs final silah susul check grup ppt wa proposal presentasi teliti bahas detail pilih kelar buka kelas suruh kondisi topik bikin fokus,0.0
gue banget gelisah,1.0
mantap,0.0
kapai kali au baca bingung,0.0
jazmine ari and,0.0
hubaga oy mata,0.0
antem haid gara bosan mulu,0.0
bigwin amin bismillah,0.0
asri leboh hias tanam mandi segar bagus kamar taruh,0.0
gabutsibuk lukalo ndeketinnya ajg gabut doang kalo enggak,0.0
biyaya send,0.0
tanak apani bos cuti pergi kasih,0.0
wan belikan takde patut baju beli then adik nak raya pergi mood,0.0
bujang day nafkah uang,0.0
beda manusia,0.0
kendara pengaruh tabung pribadi usia jatuh rumah gampang bilang mood orang,0.0
daftar informasi tweeter of sosmedtapi enggan media sosial ptn um utbk buka puasa butuh enggak cemas banget,1.0
leber bismillah thr nya,0.0
huhuhu dreamies bangga juang terima kasih allah banget,0.0
bias orang,0.0
pinggan basuh ziarah takyah goyang nk netflix duduk cuti kaki raya sibuk tengok,0.0
dikta woy baca,0.0
skenario tulis cerita cemas,1.0
memaafkanjika sebentar cinta jaemin lebaran nya,0.0
lot smartfren doang gue enggak banget,0.0
manifesto komunis iya lu,0.0
hadir sangka luka bawa,0.0
pantesaan,0.0
contes singer gayoon best indak,0.0
orangtuamu bantal rajin nyaman,0.0
sis lapar,0.0
submit assignment straggle finally ngan minggu allah tenang,0.0
masuk,0.0
oloan raditya sangka yaampun tinggal kalo enggak,0.0
mimpi rada sedih,0.0
copet kecopetanmenjelang blanja benefit anti berita pusat jarang belanja lebaran sadar gin online salah banget,0.0
nct dream coba,0.0
nyapu malas ken,0.0
bacot byangkan badut grup kejar tau,0.0
banya pacar suka,0.0
disalahinbgsd sendirigiliran maudisuruh diskusi bareng ambil putus mikir enggak,0.0
ikhtiar,0.0
joki jadi akun tugas haha ye kali gue,0.0
sungguh hidup anjing,0.0
nite serangga anti teguk pejam cair mata,0.0
,0.0
kecap manjadi bangosetinggi terbang sabar,0.0
anjrootttt pump tydac signal rela hubung eh uang tahan malam,0.0
package tax prepare workload kaw rse sorg start today nk cuti for esok,0.0
fyp gilir tiktok gin,0.0
mutualan yuk,0.0
keputusasaan adu gundah penuh tuhan hati gelisah,1.0
jype rip,0.0
asin bakso nyenyamannya kd makan dingin nih,0.0
bablas beb sumpahin balesnya interaksi ajak balas lu niat buruk mood nya langsung enak,0.0
kono kae pelayanane suwe antrine puskesmas nganggo mbayar demene selak soale golek bpjs duwe ndokter prikso ndi klinik nduwe loro gratis po mas mending ngono cepat neng ra,0.0
nyuruh kakak gilir dibangunin suruh gue enggak tidur,0.0
sayang,0.0
vi aya,0.0
zepeto id drop mutualan yuk lantai main enggak,0.0
hmm gin gelisah,1.0
pagi gue tidur gelisah,1.0
fuckkkkkkkkkkkkkkkk fuckkk ras anjingggggg tetangga ambil nama kucing anjir anak suka sayang banget,0.0
imoetzzz valak,0.0
alwaysss yaelah sahamkripto sesal jual beli main mulut orang enggak hati,0.0
limit,0.0
kelas,0.0
ngendaliinnya lelap kunjung posisi jam coba benerbener pikir tidur gelisah,1.0
asikk libur sekolah,0.0
yey libur besok,0.0
lebarandah ramadhan sendirihanya makna senyumkusudah fitri idul raya puasa allah syukur tutup resah gelisah,1.0
ternura me,0.0
kota lamar berani kerja enggak,0.0
canggung kamuihh manggilnya manggil berantemyang pacar eh lu teman nya aneh gue enggak sayang banget,0.0
